ASN,CC,Name,IXP Number (IX-F ID),Switch Name,IPv4 Address,IPv6 Address,MAC Address,Vendor,MANRS,IXP Switch
15169,GB,Google LLC,600,edge5-thn-lon2,195.66.236.125,2001:7f8:4:1::3b41:1,00:1d:b5:20:97:c5,Juniper Networks,1,600+edge5-thn-lon2
28329,GB,G8 Telecomunicações e Serviços,1,core3-in2,195.66.227.107,2001:7f8:4::6ea9:1,b0:26:80:4b:4a:47,"Cisco Systems, Inc",0,1+core3-in2
30740,GB,Exa Networks Ltd.,1,edge4-the,195.66.224.235,2001:7f8:4::7814:1,44:4c:a8:cd:34:11,Arista Networks,0,1+edge4-the
15169,US,Google LLC,426,edge1-dft.nva1,206.55.196.29,2001:504:31::3b41:1,02:19:e2:be:91:0e,,1,426+edge1-dft.nva1
28716,GB,E-via Spa,600,edge2-the-lon2,195.66.239.25,2001:7f8:4:1::702c:1,ac:4e:91:64:21:c3,"HUAWEI TECHNOLOGIES CO.,LTD",0,600+edge2-the-lon2
31027,GB,GlobalConnect AS31027,1,edge2-thn,195.66.226.112,2001:7f8:4::7933:1,40:a6:77:44:19:20,Juniper Networks,0,1+edge2-thn
15224,GB,Adobe Systems Incorporated,1,edge5-eq4,195.66.225.147,2001:7f8:4::3b78:2,00:a6:ca:aa:4f:a5,"Cisco Systems, Inc",0,1+edge5-eq4
28725,GB,CETIN a.s.,1,edge3-thn,195.66.225.12,2001:7f8:4::7035:1,10:f3:11:56:43:7a,"Cisco Systems, Inc",0,1+edge3-thn
31122,GB,Viatel Ireland Limited,1,edge2-thn,195.66.225.149,2001:7f8:4::7992:1,e4:c7:22:75:95:62,"Cisco Systems, Inc",0,1+edge2-thn
15412,GB,Global Cloud Exchange,1,edge4-the,195.66.224.146,2001:7f8:4::3c34:1,4c:96:14:fd:6f:c6,Juniper Networks,0,1+edge4-the
28792,GB,Public Internet Ltd,1,edge4-thn,195.66.224.131,2001:7f8:4::7078:1,00:18:19:e8:e1:49,"Cisco Systems, Inc",0,1+edge4-thn
31463,GB,4D Data Centres Ltd,1,edge3-thn,195.66.225.215,2001:7f8:4::7ae7:1,78:ba:f9:39:fa:aa,"Cisco Systems, Inc",0,1+edge3-thn
15447,GB,CM.com,1,edge1-tch,195.66.226.107,2001:7f8:4::3c57:1,20:d8:0b:f6:a8:53,Juniper Networks,0,1+edge1-tch
29006,GB,Acora Ltd,1,edge1-th2,195.66.224.95,2001:7f8:4::714e:1,e4:fc:82:45:08:00,Juniper Networks,0,1+edge1-th2
31472,GB,VoiceHost Ltd,1,edge1-thw,195.66.225.165,2001:7f8:4::7af0:1,88:90:09:6b:8c:4b,Juniper Networks,1,1+edge1-thw
15510,GB,CompuWeb Communications Services,1,edge1-thw,195.66.227.119,2001:7f8:4::3c96:1,6c:6c:d3:35:f5:9a,"Cisco Systems, Inc",0,1+edge1-thw
29009,GB,UK Broadband Ltd,1,edge3-thn,195.66.227.99,2001:7f8:4::7151:3,88:e6:4b:de:4d:3d,Juniper Networks,0,1+edge3-thn
31472,GB,VoiceHost Ltd,600,edge4-thn-lon2,195.66.237.165,2001:7f8:4:1::7af0:1,78:ba:f9:ec:43:05,"Cisco Systems, Inc",1,600+edge4-thn-lon2
15557,GB,SFR,1,edge1-thw,195.66.224.214,2001:7f8:4::3cc5:1,d4:6d:50:79:73:2a,"Cisco Systems, Inc",0,1+edge1-thw
29017,GB,NTT Global Data Centers EMEA UK Ltd,1,edge2-rbs,195.66.224.141,2001:7f8:4::7159:1,e8:a2:45:c8:92:9b,Juniper Networks,0,1+edge2-rbs
31595,GB,Datacentres Ltd T/A Redraw Internet,600,edge3-rbs-lon2,195.66.238.143,2001:7f8:4:1::7b6b:1,b0:a8:6e:21:c7:c1,Juniper Networks,0,600+edge3-rbs-lon2
15654,GB,Civica UK Limited,1,edge1-tch,195.66.224.227,2001:7f8:4::3d26:1,a8:b4:56:68:9c:02,"Cisco Systems, Inc",0,1+edge1-tch
29446,GB,ChunkyChips.net,600,edge2-thn-lon2,195.66.237.112,2001:7f8:4:1::7306:1,7c:69:f6:57:03:82,"Cisco Systems, Inc",0,600+edge2-thn-lon2
31631,GB,Telcom Networks Limited,349,edge6-tcw-man1,195.66.244.73,2001:7f8:4:2::7b8f:1,78:19:f7:50:cd:d0,Juniper Networks,0,349+edge6-tcw-man1
15692,GB,Razorblue Ltd,1,edge3-thn,195.66.226.122,2001:7f8:4::3d4c:1,3c:61:04:3a:32:95,Juniper Networks,1,1+edge3-thn
29452,GB,Secura Hosting Ltd.,1,edge1-thn,195.66.225.5,2001:7f8:4::730c:1,dc:38:e1:ac:6a:00,Juniper Networks,0,1+edge1-thn
31655,GB,Gamma Telecom Limited,1,edge5-eq4,195.66.227.31,2001:7f8:4::7ba7:2,10:0e:7e:c3:6f:c0,Juniper Networks,0,1+edge5-eq4
15692,GB,Razorblue Ltd,349,edge6-tcw-man1,195.66.244.47,2001:7f8:4:2::3d4c:1,80:71:1f:79:92:97,Juniper Networks,1,349+edge6-tcw-man1
29527,GB,Astutium Ltd,1,edge1-thn,195.66.224.244,2001:7f8:4::7357:1,00:25:90:10:45:aa,"Super Micro Computer, Inc.",0,1+edge1-thn
31655,GB,Gamma Telecom Limited,600,edge1-eq4-lon2,195.66.237.242,2001:7f8:4:1::7ba7:1,10:0e:7e:c3:6f:c1,Juniper Networks,0,600+edge1-eq4-lon2
15766,GB,Domicilium (IOM) Ltd.,1,edge4-thn,195.66.224.221,2001:7f8:4::3d96:1,18:8b:9d:17:ff:00,"Cisco Systems, Inc",0,1+edge4-thn
29550,GB,Simply Transit,600,edge1-eq4-lon2,195.66.236.223,2001:7f8:4:1::736e:1,f8:c0:01:21:dc:c3,Juniper Networks,0,600+edge1-eq4-lon2
31727,GB,Node4 Ltd,349,edge5-tcw-man1,195.66.244.34,2001:7f8:4:2::7bef:1,2c:21:31:a9:b5:c4,Juniper Networks,0,349+edge5-tcw-man1
15766,GB,Domicilium (IOM) Ltd.,600,edge3-thn-lon2,195.66.236.221,2001:7f8:4:1::3d96:1,a4:6c:2a:a5:f3:00,"Cisco Systems, Inc",0,600+edge3-thn-lon2
29611,GB,Elite,600,edge2-thn-lon2,195.66.236.116,2001:7f8:4:1::73ab:1,88:a2:5e:bc:74:a5,Juniper Networks,1,600+edge2-thn-lon2
32590,GB,Valve Corporation,1,core4-thw,195.66.226.130,2001:7f8:4::7f4e:1,64:64:9b:be:16:c6,Juniper Networks,0,1+core4-thw
15766,GB,Domicilium (IOM) Ltd.,349,edge6-tcw-man1,195.66.244.55,2001:7f8:4:2::3d96:1,a4:6c:2a:a5:e9:02,"Cisco Systems, Inc",0,349+edge6-tcw-man1
29748,US,QTS,426,edge1-qts.nva1,206.55.197.226,2001:504:31::7434:1,78:50:7c:34:f9:90,Juniper Networks,0,426+edge1-qts.nva1
32590,GB,Valve Corporation,1,core4-thw,195.66.226.182,2001:7f8:4::7f4e:2,20:d8:0b:76:9f:41,Juniper Networks,0,1+core4-thw
15802,GB,Emirates Integrated Telecommunication,1,core3-thn,195.66.225.104,2001:7f8:4::3dba:1,4c:00:82:0b:d6:04,"Cisco Systems, Inc",0,1+core3-thn
30740,GB,Exa Networks Ltd.,349,edge5-tcw-man1,195.66.244.10,2001:7f8:4:2::7814:1,44:4c:a8:74:48:9f,Arista Networks,0,349+edge5-tcw-man1
32787,GB,Akamai Prolexic,1,edge3-eq4,195.66.224.31,2001:7f8:4::8013:1,40:55:39:2f:76:51,"Cisco Systems, Inc",0,1+edge3-eq4
15830,GB,Equinix,1,edge1-tch,195.66.224.82,2001:7f8:4::3dd6:1,2e:21:31:22:ea:a0,,0,1+edge1-tch
30827,GB,Extraordinary Managed Services Ltd,409,edge1-pue.sco1,195.66.246.1,2001:7f8:4:3::786b:1,08:81:f4:85:e8:6b,Juniper Networks,0,409+edge1-pue.sco1
32934,GB,Facebook Inc,1,edge3-eq4,195.66.226.140,2001:7f8:4::80a6:3,00:19:e2:ba:d7:cc,Juniper Networks,1,1+edge3-eq4
16082,GB,Spitfire Network Services Ltd,1,edge3-thn,195.66.224.199,2001:7f8:4::3ed2:1,88:90:09:80:b1:a8,Juniper Networks,0,1+edge3-thn
30844,GB,Liquid Intelligent Technologies,1,core4-thn,195.66.224.68,2001:7f8:4::787c:1,ec:38:73:e5:90:5f,Juniper Networks,0,1+core4-thn
32934,GB,Facebook Inc,600,edge4-tch-lon2,195.66.237.69,2001:7f8:4:1::80a6:1,2c:21:72:19:4f:c6,Juniper Networks,1,600+edge4-tch-lon2
16265,GB,LeaseWeb Network BV,1,core3-thn,195.66.225.56,2001:7f8:4::3f89:1,94:8e:d3:8a:a8:f7,Arista Networks,0,1+core3-thn
30889,GB,Waycom International,1,edge4-the,195.66.227.111,2001:7f8:4::78a9:1,70:1f:53:d0:29:c1,"Cisco Systems, Inc",0,1+edge4-the
32934,GB,Facebook Inc,600,edge4-tch-lon2,195.66.239.19,2001:7f8:4:1::80a6:3,00:19:e2:ba:d7:c2,Juniper Networks,1,600+edge4-tch-lon2
16265,US,LeaseWeb Network BV,426,edge1-dft.nva1,206.55.196.2,2001:504:31::3f89:1,c0:d6:82:35:7b:59,Arista Networks,0,426+edge1-dft.nva1
30931,GB,IG Index Ltd,600,edge2-eq4-lon2,195.66.239.17,2001:7f8:4:1::78d3:1,44:4c:a8:cd:35:cd,Arista Networks,0,600+edge2-eq4-lon2
32934,GB,Facebook Inc,349,edge8-tcw-man1,195.66.244.31,2001:7f8:4:2::80a6:1,d4:04:ff:d8:34:5b,Juniper Networks,1,349+edge8-tcw-man1
16303,GB,IPswiTch Networks Ltd,600,edge3-thn-lon2,195.66.237.23,2001:7f8:4:1::3faf:1,3c:51:0e:64:a8:c1,"Cisco Systems, Inc",0,600+edge3-thn-lon2
31084,GB,Magrathea,1,edge4-the,195.66.225.11,2001:7f8:4::796c:1,78:ba:f9:4d:4e:b5,"Cisco Systems, Inc",0,1+edge4-the
33081,GB,"Internet Systems Consortium, Inc.",1,edge4-thn,195.66.224.219,2001:7f8:4::8139:1,18:66:da:90:e1:4a,Dell Inc.,0,1+edge4-thn
16353,GB,Merula Ltd.,1,edge3-thn,195.66.224.143,2001:7f8:4::3fe1:1,78:ac:44:0d:5b:22,Dell Inc.,0,1+edge3-thn
31084,GB,Magrathea,600,edge1-the-lon2,195.66.237.11,2001:7f8:4:1::796c:1,50:87:89:5b:6e:d5,"Cisco Systems, Inc",0,600+edge1-the-lon2
33182,GB,HostDime Limited,1,edge1-tcm,195.66.226.117,2001:7f8:4::819e:1,44:aa:50:13:6d:a4,Juniper Networks,0,1+edge1-tcm
16509,GB,Amazon.com,600,edge3-eq4-lon2,195.66.237.175,2001:7f8:4:1::407d:1,40:de:ad:2c:0e:49,Juniper Networks,1,600+edge3-eq4-lon2
31122,GB,Viatel Ireland Limited,600,edge2-eq4-lon2,195.66.237.149,2001:7f8:4:1::7992:1,a8:0c:0d:51:c5:ab,"Cisco Systems, Inc",0,600+edge2-eq4-lon2
33353,GB,Sony Interactive Entertainment LLC,600,edge1-tch-lon2,195.66.236.65,2001:7f8:4:1::8249:2,64:64:9b:b8:a0:5d,Juniper Networks,0,600+edge1-tch-lon2
16509,US,Amazon.com,426,edge1-dft.nva1,206.55.196.43,2001:504:31::407d:1,2e:6b:f5:4f:5a:e5,,1,426+edge1-dft.nva1
31216,GB,BSO Network Solutions,1,edge4-the,195.66.224.225,2001:7f8:4::79f0:1,9e:8a:cb:59:e9:2b,,0,1+edge4-the
33353,GB,Sony Interactive Entertainment LLC,600,edge4-thw-lon2,195.66.239.182,2001:7f8:4:1::8249:3,18:2a:d3:dd:9f:83,Juniper Networks,0,600+edge4-thw-lon2
16839,GB,ServiceNow,1,edge5-eq4,195.66.226.120,2001:7f8:4::41c7:1,54:e0:32:7d:c3:3c,Juniper Networks,0,1+edge5-eq4
31463,GB,4D Data Centres Ltd,600,edge2-the-lon2,195.66.237.215,2001:7f8:4:1::7ae7:1,6c:9c:ed:7c:d1:83,"Cisco Systems, Inc",0,600+edge2-the-lon2
33438,GB,StackPath (Highwinds),1,core4-thw,195.66.226.128,2001:7f8:4::829e:1,28:99:3a:b3:32:d9,Arista Networks,0,1+core4-thw
17088,GB,Currenex Ltd,1,edge5-eq4,195.66.225.170,2001:7f8:4::42c0:1,5c:5e:ab:05:47:61,Juniper Networks,0,1+edge5-eq4
31595,GB,Datacentres Ltd T/A Redraw Internet,544,edge1-ngd.car1,195.66.254.100,2001:7f8:4:4::7b6b:1,00:04:96:97:80:a4,"Extreme Networks, Inc.",0,544+edge1-ngd.car1
33438,GB,StackPath (Highwinds),1,core4-thn,195.66.227.133,2001:7f8:4::829e:2,28:99:3a:b3:32:cc,Arista Networks,0,1+core4-thn
17494,GB,Bangladesh Telecommunications Company Limited(BTCL),1,edge3-thn,195.66.226.78,2001:7f8:4::4456:1,b0:26:80:1e:e6:d8,"Cisco Systems, Inc",0,1+edge3-thn
31595,GB,Datacentres Ltd T/A Redraw Internet,544,edge1-ngd.car1,195.66.254.100,2001:7f8:4:4::7b6b:1,78:19:f7:30:57:c1,Juniper Networks,0,544+edge1-ngd.car1
33438,GB,StackPath (Highwinds),349,edge8-tcw-man1,195.66.244.252,2001:7f8:4:2::829e:2,88:d9:8f:02:35:0a,Juniper Networks,0,349+edge8-tcw-man1
17557,GB,Pakistan Telecommunication Company Ltd,1,core4-thn,195.66.225.133,2001:7f8:4::4495:1,00:c1:64:29:49:ea,"Cisco Systems, Inc",0,1+core4-thn
31595,GB,Datacentres Ltd T/A Redraw Internet,1,edge3-thn,195.66.226.143,2001:7f8:4::7b6b:1,78:19:f7:30:57:c1,Juniper Networks,0,1+edge3-thn
33941,GB,GConnect,349,edge5-tcw-man1,195.66.244.98,2001:7f8:4:2::8495:2,70:0f:6a:46:bb:81,"Cisco Systems, Inc",0,349+edge5-tcw-man1
17660,GB,Bhutan Telecom Ltd,600,edge2-the-lon2,195.66.237.57,2001:7f8:4:1::44fc:1,ac:7a:56:89:e2:81,"Cisco Systems, Inc",0,600+edge2-the-lon2
31631,GB,Telcom Networks Limited,1,core4-thn,195.66.226.187,2001:7f8:4::7b8f:1,78:19:f7:50:cf:1c,Juniper Networks,0,1+core4-thn
34066,GB,Telappliant,600,edge1-th2-lon2,195.66.236.249,2001:7f8:4:1::8512:1,10:39:e9:a0:e0:5b,Juniper Networks,0,600+edge1-th2-lon2
17978,GB,Servcorp UK Ltd,1,edge1-tch,195.66.227.198,2001:7f8:4::463a:1,00:62:ec:de:4a:d1,"Cisco Systems, Inc",0,1+edge1-tch
31638,GB,Lepida SpA,1,core4-thn,195.66.226.103,2001:7f8:4::7b96:1,00:17:a3:7b:96:80,MIX s.r.l.,0,1+core4-thn
34066,GB,Telappliant,349,edge3-tdd-man1,195.66.244.30,2001:7f8:4:2::8512:1,0c:86:10:2c:1c:78,Juniper Networks,0,349+edge3-tdd-man1
19186,GB,GMCHosting,1,edge1-rbs,195.66.227.199,2001:7f8:4::4af2:1,28:99:3a:8c:f6:b5,Arista Networks,0,1+edge1-rbs
31641,GB,Atlas Communications,1,edge1-thn,195.66.224.203,2001:7f8:4::7b99:1,f4:b5:2f:d7:bc:af,Juniper Networks,0,1+edge1-thn
34087,GB,NTE Telekom AS,1,edge1-tch,195.66.226.201,2001:7f8:4::8527:1,a0:b4:39:b3:3e:9b,"Cisco Systems, Inc",0,1+edge1-tch
19551,GB,Imperva Incapsula,1,edge4-thn,195.66.226.47,2001:7f8:4::4c5f:1,f4:cc:55:41:e7:c0,Juniper Networks,0,1+edge4-thn
31655,GB,Gamma Telecom Limited,600,edge2-tch-lon2,195.66.239.31,2001:7f8:4:1::7ba7:2,10:0e:7e:c3:7f:c1,Juniper Networks,0,600+edge2-tch-lon2
34119,GB,Wildcard Networks,1,edge1-tch,195.66.226.111,2001:7f8:4::8547:1,74:8e:f8:a6:f9:f1,Brocade Communications Systems LLC,0,1+edge1-tch
20562,GB,Open Peering,1,edge3-thn,195.66.225.53,2001:7f8:4::5052:1,94:bf:94:2d:4e:51,Juniper Networks,1,1+edge3-thn
31655,GB,Gamma Telecom Limited,349,edge2-tcj-man1,195.66.244.20,,10:0e:7e:c3:8f:c7,Juniper Networks,0,349+edge2-tcj-man1
34224,GB,Neterra,1,core3-thn,195.66.225.156,2001:7f8:4::85b0:1,00:15:c7:22:21:80,"Cisco Systems, Inc",0,1+core3-thn
20681,GB,Saxo Bank A/S,1,edge5-eq4,195.66.224.171,2001:7f8:4::50c9:1,70:0f:6a:e6:f0:82,"Cisco Systems, Inc",0,1+edge5-eq4
31708,GB,Coreix Ltd.,1,edge4-the,195.66.225.58,2001:7f8:4::7bdc:1,d0:dd:49:a6:be:3d,Juniper Networks,0,1+edge4-the
34245,GB,Magnet Networks,1,edge1-rbs,195.66.224.208,2001:7f8:4::85c5:1,00:21:a0:0a:ec:00,"Cisco Systems, Inc",0,1+edge1-rbs
20712,GB,Andrews & Arnold Ltd,1,edge1-tch,195.66.224.60,2001:7f8:4::50e8:2,ac:1f:6b:2c:0d:be,"Super Micro Computer, Inc.",0,1+edge1-tch
31742,GB,Sota Solutions,1,edge4-the,195.66.227.142,2001:7f8:4::7bfe:1,e0:ac:f1:16:dd:7d,"Cisco Systems, Inc",1,1+edge4-the
34245,GB,Magnet Networks,600,edge1-thn-lon2,195.66.236.208,2001:7f8:4:1::85c5:1,00:21:a0:0a:ec:00,"Cisco Systems, Inc",0,600+edge1-thn-lon2
20712,GB,Andrews & Arnold Ltd,600,edge1-thn-lon2,195.66.237.47,2001:7f8:4:1::50e8:1,00:03:97:26:80:0b,FireBrick Limited,0,600+edge1-thn-lon2
31742,GB,Sota Solutions,600,edge1-the-lon2,195.66.239.142,2001:7f8:4:1::7bfe:1,e0:ac:f1:16:dd:96,"Cisco Systems, Inc",1,600+edge1-the-lon2
34288,GB,Kantonsschule Zug,1,core4-tch,195.66.225.86,2001:7f8:4::85f0:1,00:31:46:0d:f6:bb,Juniper Networks,0,1+core4-tch
20773,GB,Host Europe GmbH,1,edge3-thn,195.66.225.173,2001:7f8:4::5125:1,78:19:f7:0d:cf:c1,Juniper Networks,0,1+edge3-thn
31898,GB,Oracle Cloud Infrastructure,1,edge1-rbs,195.66.226.34,2001:7f8:4::7c9a:1,40:71:83:7b:92:01,Juniper Networks,0,1+edge1-rbs
34309,GB,Link 11 GmbH,1,core3-thn,195.66.224.107,2001:7f8:4::8605:1,88:e6:4b:de:f1:ca,Juniper Networks,0,1+core3-thn
20804,GB,EXATEL S.A.,1,edge4-thn,195.66.227.40,2001:7f8:4::5144:1,e4:c7:22:7a:7f:35,"Cisco Systems, Inc",0,1+edge4-thn
32261,GB,Subspace Communication LLC,1,edge5-eq4,195.66.226.91,2001:7f8:4::7e05:1,04:3f:72:bf:81:93,"Mellanox Technologies, Inc.",0,1+edge5-eq4
34587,GB,Hillside Technology Limited,1,edge4-tch,195.66.227.81,2001:7f8:4::871b:1,f4:db:e6:8d:11:fa,"Cisco Systems, Inc",0,1+edge4-tch
20832,GB,Fuse 2 Communications,349,edge7-tcw-man1,195.66.244.112,2001:7f8:4:2::5160:1,08:05:e2:f5:9c:56,Juniper Networks,0,349+edge7-tcw-man1
32478,US,IT Vocal LLC,426,edge1-cor.nva1,206.55.197.248,2001:504:31::7ede:1,00:12:c0:00:f4:c1,"HotLava Systems, Inc.",0,426+edge1-cor.nva1
34655,GB,JWE s.a r.l./Doclerholding,1,edge4-the,195.66.224.210,2001:7f8:4::875f:1,a8:0c:0d:73:d0:b1,"Cisco Systems, Inc",0,1+edge4-the
20860,GB,Iomart Hosting Limited,1,core3-thn,195.66.224.207,2001:7f8:4::517c:1,b0:8b:d0:8d:10:ec,"Cisco Systems, Inc",0,1+core3-thn
32934,GB,Facebook Inc,1,core4-thw,195.66.225.121,2001:7f8:4::80a6:2,30:b6:4f:03:a0:d3,Juniper Networks,1,1+core4-thw
34695,GB,E4A s.r.l.,1,edge1-thn,195.66.225.74,2001:7f8:4::8787:1,00:0c:42:20:7f:a6,Routerboard.com,0,1+edge1-thn
20860,GB,Iomart Hosting Limited,1,edge4-eq4,195.66.226.230,2001:7f8:4::517c:2,b0:8b:d0:8d:12:04,"Cisco Systems, Inc",0,1+edge4-eq4
32934,US,Facebook Inc,426,edge1-dft.nva1,206.55.196.48,2001:504:31::80a6:2,c8:e7:f0:8f:87:aa,Juniper Networks,1,426+edge1-dft.nva1
34768,GB,Wavenet Limited,600,edge4-eq4-lon2,195.66.238.114,2001:7f8:4:1::87d0:1,00:3a:7d:e6:f6:02,"Cisco Systems, Inc",0,600+edge4-eq4-lon2
20860,GB,Iomart Hosting Limited,349,edge5-tcw-man1,195.66.244.2,2001:7f8:4:2::517c:1,40:ce:24:07:27:98,"Cisco Systems, Inc",0,349+edge5-tcw-man1
33081,GB,"Internet Systems Consortium, Inc.",600,edge2-thn-lon2,195.66.236.219,2001:7f8:4:1::8139:1,18:66:da:90:e1:4b,Dell Inc.,0,600+edge2-thn-lon2
34790,GB,TFM Networks Ltd,1,edge1-tch,195.66.225.7,2001:7f8:4::87e6:1,08:96:ad:26:7c:f6,"Cisco Systems, Inc",0,1+edge1-tch
20860,GB,Iomart Hosting Limited,409,edge1-pue.sco1,195.66.246.32,2001:7f8:4:3::517c:1,c4:64:13:75:97:00,"Cisco Systems, Inc",0,409+edge1-pue.sco1
33182,GB,HostDime Limited,1,edge1-tcm,195.66.226.117,2001:7f8:4::819e:1,f4:b5:2f:d5:9d:84,Juniper Networks,0,1+edge1-tcm
34803,GB,Broadband Gibraltar Ltd,600,edge2-thn-lon2,195.66.237.120,2001:7f8:4:1::87f3:1,3c:61:04:4d:9c:54,Juniper Networks,0,600+edge2-thn-lon2
20940,GB,Akamai Technologies,1,core3-tch,195.66.224.168,2001:7f8:4::51cc:1,fc:33:42:d1:bf:ec,Juniper Networks,1,1+core3-tch
33438,GB,StackPath (Highwinds),349,edge8-tcw-man1,195.66.244.251,2001:7f8:4:2::829e:1,88:d9:8f:02:23:ca,Juniper Networks,0,349+edge8-tcw-man1
35071,GB,Xoom Limited,1,edge1-thw,195.66.226.216,2001:7f8:4::88ff:1,a4:6c:2a:a5:8e:04,"Cisco Systems, Inc",0,1+edge1-thw
20940,GB,Akamai Technologies,1,core3-in2,195.66.226.81,2001:7f8:4::51cc:2,f0:7c:c7:e1:79:1a,Juniper Networks,1,1+core3-in2
33763,GB,Paratus Telecom,600,edge1-tcm-lon2,195.66.237.214,2001:7f8:4:1::83e3:1,c0:8c:60:ea:bf:02,"Cisco Systems, Inc",1,600+edge1-tcm-lon2
35071,GB,Xoom Limited,600,edge3-thw-lon2,195.66.238.216,2001:7f8:4:1::88ff:1,a4:6c:2a:a5:8e:05,"Cisco Systems, Inc",0,600+edge3-thw-lon2
20940,GB,Akamai Technologies,349,edge8-tcw-man1,195.66.244.53,2001:7f8:4:2::51cc:1,0c:81:26:c4:74:65,Juniper Networks,1,349+edge8-tcw-man1
33854,GB,Nuco Technologies Ltd,1,edge5-eq4,195.66.226.22,2001:7f8:4::843e:1,00:b0:8e:94:a4:1b,"Cisco Systems, Inc",0,1+edge5-eq4
35228,GB,O2 Broadband,1,edge1-thw,195.66.225.189,,0c:a4:02:8e:65:96,Alcatel-Lucent IPD,0,1+edge1-thw
20940,US,Akamai Technologies,426,edge1-dft.nva1,206.55.196.30,2001:504:31::51cc:1,7c:e2:ca:2c:29:fb,Juniper Networks,1,426+edge1-dft.nva1
33891,GB,Core-Backbone GmbH,1,edge5-thn,195.66.224.238,2001:7f8:4::8463:1,ee:13:db:19:92:6a,,0,1+edge5-thn
35266,GB,EX Networks Limited,600,edge1-thn-lon2,195.66.238.195,2001:7f8:4:1::89c2:1,00:c1:64:1b:27:a9,"Cisco Systems, Inc",0,600+edge1-thn-lon2
21267,GB,Wavenet Limited,1,edge1-th2,195.66.226.37,2001:7f8:4::5313:1,00:3a:9c:41:41:41,"Cisco Systems, Inc",0,1+edge1-th2
33920,GB,aq Limited,349,edge7-tcw-man1,195.66.244.40,2001:7f8:4:2::8480:1,f0:1c:2d:c5:48:b2,Juniper Networks,0,349+edge7-tcw-man1
35297,GB,Dataline LLC,1,core4-tch,195.66.226.1,2001:7f8:4::89e1:1,80:7f:f8:71:ab:84,Juniper Networks,1,1+core4-tch
21267,GB,Wavenet Limited,349,edge2-tcj-man1,195.66.244.49,2001:7f8:4:2::5313:2,00:3a:9c:41:64:c1,"Cisco Systems, Inc",0,349+edge2-tcj-man1
34066,GB,Telappliant,1,edge1-th2,195.66.224.249,,10:39:e9:a0:e7:cb,Juniper Networks,0,1+edge1-th2
35313,GB,Infonas Ltd,1,edge4-thn,195.66.225.145,2001:7f8:4::c8ce:1,40:b5:c1:69:d8:82,"Cisco Systems, Inc",0,1+edge4-thn
21320,GB,GEANT Vereniging,1,core4-tch,195.66.226.161,2001:7f8:4::5348:1,ae:4b:c8:99:60:f3,,1,1+core4-tch
34119,GB,Wildcard Networks,349,edge6-tcw-man1,195.66.244.54,2001:7f8:4:2::8547:1,00:13:5f:20:fe:40,"Cisco Systems, Inc",0,349+edge6-tcw-man1
35399,GB,Online50 Limited,1,edge1-thw,195.66.224.248,,00:14:5e:bd:c3:05,IBM Corp,0,1+edge1-thw
21472,GB,ServerHouse Ltd,1,edge3-thn,195.66.226.56,2001:7f8:4::53e0:1,e0:0e:da:c0:9b:00,"Cisco Systems, Inc",0,1+edge3-thn
34177,GB,Celeste,1,core4-thn,195.66.226.94,2001:7f8:4::8581:1,f8:6b:d9:84:62:14,"Cisco Systems, Inc",0,1+core4-thn
35437,GB,Zone Telecommunications T/A Zone Broadband,1,core3-thn,195.66.224.178,2001:7f8:4::8a6d:1,7c:e2:ca:fd:47:f0,Juniper Networks,0,1+core3-thn
21859,US,Zenlayer Inc,426,edge1-cor.nva1,206.55.196.38,2001:504:31::5563:1,b8:c2:53:2d:eb:1e,Juniper Networks,0,426+edge1-cor.nva1
34270,GB,Internet Connections,1,edge3-thn,195.66.225.36,2001:7f8:4::85de:1,80:71:1f:c1:34:02,Juniper Networks,0,1+edge3-thn
35826,GB,Netservers Limited,1,edge4-the,195.66.226.152,2001:7f8:4::8bf2:1,90:e2:ba:20:b5:a1,Intel Corporate,0,1+edge4-the
22363,GB,"Powerhouse Management, Inc.",1,edge5-eq4,195.66.225.71,2001:7f8:4::575b:1,88:e0:f3:79:61:67,Juniper Networks,0,1+edge5-eq4
34428,GB,8route SRL,1,edge2-thn,195.66.224.16,2001:7f8:4::867c:1,ac:4b:c8:88:bb:3c,Juniper Networks,1,1+edge2-thn
36236,GB,NetActuate,1,edge2-thn,195.66.226.36,2001:7f8:4::8d8c:1,fc:96:43:00:b0:0f,Juniper Networks,0,1+edge2-thn
22363,GB,"Powerhouse Management, Inc.",600,edge4-eq4-lon2,195.66.237.71,2001:7f8:4:1::575b:1,5c:5e:ab:d9:e1:67,Juniper Networks,0,600+edge4-eq4-lon2
34587,GB,Hillside Technology Limited,600,edge1-tch-lon2,195.66.239.246,2001:7f8:4::871b:2,7c:21:0e:be:1e:c2,"Cisco Systems, Inc",0,600+edge1-tch-lon2
36236,GB,NetActuate,349,edge3-tdd-man1,195.66.244.129,2001:7f8:4:2::8d8c:1,d8:18:d3:11:c4:6d,Juniper Networks,0,349+edge3-tdd-man1
22822,GB,Limelight Networks,1,core3-in2,195.66.224.122,2001:7f8:4::5926:3,60:9c:9f:3d:e2:20,Brocade Communications Systems LLC,0,1+core3-in2
34655,GB,JWE s.a r.l./Doclerholding,600,edge1-the-lon2,195.66.236.210,2001:7f8:4:1::875f:1,a8:0c:0d:73:d0:af,"Cisco Systems, Inc",0,600+edge1-the-lon2
