IXP Number (IX-F ID),Name,Metro,Switch Name,Switch Model,Software Version,Peering DB Facility ID,Coordinates,IPv4,IPv6,MANRS,ASN Sum,IXP Switch
765,DE-CIX LIS (DE-CIX Lisbon),,edge01.fra10.fra,,,,,185.1.131.0/24,2001:7f8:d5::/64,1,0,765+edge01.fra10.fra
49,KIXP ADC Nairobi (Kenya Internet Exchange Point),Nairobi,extreme-1-adc,X695-48Y-8C,,1964,"-1.34014,36.896534",196.223.21.0/24,2001:43f8:60:1::/64,1,8,49+extreme-1-adc
765,DE-CIX LIS (DE-CIX Lisbon),,edge01.ric2.ric,,,,,185.1.131.0/24,2001:7f8:d5::/64,1,0,765+edge01.ric2.ric
679,SIX Seattle (Jumbo) (Seattle Internet Exchange (MTU 9000)),,Wave,,,,,206.81.82.0/23,2001:504:16:1::/64,0,0,679+Wave
54,DE-CIX MUC (DE-CIX Munich),,edge01.dx9.fra,,,,,185.1.208.0/23,2001:7f8:44::/64,1,6,54+edge01.dx9.fra
765,DE-CIX LIS (DE-CIX Lisbon),,edge01.ist2.ist,,,,,185.1.131.0/24,2001:7f8:d5::/64,1,0,765+edge01.ist2.ist
54,DE-CIX MUC (DE-CIX Munich),,backhaul04.fra2.fra,,,,,185.1.208.0/23,2001:7f8:44::/64,1,1,54+backhaul04.fra2.fra
765,DE-CIX LIS (DE-CIX Lisbon),,edge01.ord6.ord,,,,,185.1.131.0/24,2001:7f8:d5::/64,1,0,765+edge01.ord6.ord
54,DE-CIX MUC (DE-CIX Munich),,backhaul01.dx8.fra,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+backhaul01.dx8.fra
765,DE-CIX LIS (DE-CIX Lisbon),,edge02.ord2.ord,,,,,185.1.131.0/24,2001:7f8:d5::/64,1,0,765+edge02.ord2.ord
679,SIX Seattle (Jumbo) (Seattle Internet Exchange (MTU 9000)),Minneapolis,MN VoIP,,,,,206.81.82.0/23,2001:504:16:1::/64,0,1,679+MN VoIP
54,DE-CIX MUC (DE-CIX Munich),,edge01.pmo1.pmo,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.pmo1.pmo
770,Saudi Arabia Internet eXchange (SAIX),Riyadh,,,,,,,,1,15,770
54,DE-CIX MUC (DE-CIX Munich),,core01.fra12.fra,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+core01.fra12.fra
771,EIX Kolkata (Extreme Internet Exchange India),Kolkata,libra.ccu,S6720-54C-EI-48S-AC,,3944,"22.589379,88.390912",45.120.249.0/24,2001:df2:1900:5::/64,0,10,771+libra.ccu
54,DE-CIX MUC (DE-CIX Munich),,core01.dx9.fra,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+core01.dx9.fra
771,EIX Kolkata (Extreme Internet Exchange India),Kolkata,sextans.ccu,CE6881-48S6CQ,,3944,"22.589379,88.390912",45.120.249.0/24,2001:df2:1900:5::/64,0,4,771+sextans.ccu
681,LSIX Netherlands (LayerSwitch Internet Exchange),Amsterdam,asw2.ams2.nl,qfx5100-48s-6q,,18,,185.1.32.0/24,2001:7f8:8f::/64,0,25,681+asw2.ams2.nl
54,DE-CIX MUC (DE-CIX Munich),,backhaul01.nyc13.nyc,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+backhaul01.nyc13.nyc
772,EIX Chennai (Extreme Internet Exchange India),Chennai,taurus.maa,S6720-54C-EI-48S-AC,,1013,"13.065477,80.248031",45.120.251.0/24,2001:df2:1900:3::/64,0,16,772+taurus.maa
683,EIX Delhi (Extreme Internet Exchange India),New Delhi,sun.del,Unknown,,1622,"28.630933,77.207955",45.120.248.0/24,2001:df2:1900:1::/64,0,0,683+sun.del
54,DE-CIX MUC (DE-CIX Munich),,backhaul01.mad2.mad,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+backhaul01.mad2.mad
772,EIX Chennai (Extreme Internet Exchange India),Chennai,cetus.maa,S6720-54C-EI-48S-AC,,552,,45.120.251.0/24,2001:df2:1900:3::/64,0,20,772+cetus.maa
54,DE-CIX MUC (DE-CIX Munich),,edge02.mad1.mad,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge02.mad1.mad
772,EIX Chennai (Extreme Internet Exchange India),Chennai,chamaeleon.maa,S6730-H48X6C,,2006,"13.026469,80.27241",45.120.251.0/24,2001:df2:1900:3::/64,0,0,772+chamaeleon.maa
683,EIX Delhi (Extreme Internet Exchange India),New Delhi,mercury.del,S6720-54C-EI-48S-AC,,1622,"28.630933,77.207955",45.120.248.0/24,2001:df2:1900:1::/64,0,4,683+mercury.del
54,DE-CIX MUC (DE-CIX Munich),,edge01.dxb1.dxb,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.dxb1.dxb
772,EIX Chennai (Extreme Internet Exchange India),Chennai,nitrogen.maa,S6720-30C-EI-24S-AC,,2468,"12.989642,80.248491",45.120.251.0/24,2001:df2:1900:3::/64,0,0,772+nitrogen.maa
683,EIX Delhi (Extreme Internet Exchange India),Noida,aquarius.del,S6730-H48X6C,,2411,"28.513835,77.37243",45.120.248.0/24,2001:df2:1900:1::/64,0,0,683+aquarius.del
54,DE-CIX MUC (DE-CIX Munich),,edge02.fra6.fra,,,,,185.1.208.0/23,2001:7f8:44::/64,1,9,54+edge02.fra6.fra
774,LocIX Netherlands (LocIX Netherlands),Meppel,AS205523 - Host1-NL - vSwitch,proxmox vmbr,,1826,"52.717249,6.19872",185.1.138.0/24,2a0c:b641:700::/64,0,16,774+AS205523 - Host1-NL - vSwitch
54,DE-CIX MUC (DE-CIX Munich),,edge02.mad3.mad,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge02.mad3.mad
775,LocIX (LOCIX Internet Exchange Frankfurt),Frankfurt,xTom FRA2 (firstcolo/Accelerated),,,1322,,185.1.166.0/23,2001:7f8:f2:e1::/64,0,94,775+xTom FRA2 (firstcolo/Accelerated)
54,DE-CIX MUC (DE-CIX Munich),,edge01.ath1.ath,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.ath1.ath
775,LocIX (LOCIX Internet Exchange Frankfurt),Frankfurt,xTom FRA1 (Interxion FRA13),QFX5110,,58,,185.1.166.0/23,2001:7f8:f2:e1::/64,0,14,775+xTom FRA1 (Interxion FRA13)
54,DE-CIX MUC (DE-CIX Munich),,edge02.dfw8.dfw,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge02.dfw8.dfw
800,KIXP Icolo Mombasa (Kenya Internet Exchange Point),Mombasa,icolo-peering-switch,n3500,,5019,"-4.007796,39.597553",196.60.68.0/24,2001:43F8:C0:1::/64,0,10,800+icolo-peering-switch
54,DE-CIX MUC (DE-CIX Munich),,edge01.kul2.kul,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.kul2.kul
807,GABIX LIBREVILLE (Gabon Internet eXchange),Libreville,sw1.peer.ace,C29xx Stacking,,5145,"0.522265,9.393191",196.223.39.0/24,,0,7,807+sw1.peer.ace
54,DE-CIX MUC (DE-CIX Munich),,edge01.jhb2.jhb,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.jhb2.jhb
811,OGIX-LAN (Ottawa Gatineau Internet Exchange),Ottawa,sw2-fss-ott,DCS-7020SR-24C2,,,,206.82.110.0/23,2001:504:96::/64,1,3,811+sw2-fss-ott
54,DE-CIX MUC (DE-CIX Munich),,edge01.bwn1.bwn,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.bwn1.bwn
813,Switch #1 (Gavlix),Gavle,switch001,Unknown,,,,185.1.79.0/24,2001:7f8:aa::/64,1,12,813+switch001
54,DE-CIX MUC (DE-CIX Munich),,edge01.sin1.sin,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.sin1.sin
829,UEPG Internet Exchange (UEPG IX),Ponta Grossa,CPDS1006,X460-24t,,,,45.186.143.0/24,2801:80:37a0::/64,1,1,829+CPDS1006
54,DE-CIX MUC (DE-CIX Munich),,edge01.dtm1.dtm,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.dtm1.dtm
829,UEPG Internet Exchange (UEPG IX),Ponta Grossa,CPDS1145,Unknown,,7338,"-25.089498,-50.103436",45.186.143.0/24,2801:80:37a0::/64,1,9,829+CPDS1145
54,DE-CIX MUC (DE-CIX Munich),,edge01.ric2.ric,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.ric2.ric
829,UEPG Internet Exchange (UEPG IX),Ponta Grossa,CPDS1143,Unknown,,7338,"-25.089498,-50.103436",45.186.143.0/24,2801:80:37a0::/64,1,3,829+CPDS1143
683,EIX Delhi (Extreme Internet Exchange India),Noida,leo.del,S6730-H48X6C,,7887,,45.120.248.0/24,2001:df2:1900:1::/64,0,0,683+leo.del
54,DE-CIX MUC (DE-CIX Munich),,edge01.ric3.ric,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.ric3.ric
830,IXPY LAN 1 (Punto de Intercambio de Internet del Paraguay),San Lorenzo,sw-02,c92xxL Stack,,3462,"-25.337508,-57.52245",201.217.14.0/24,2001:1320:cafe::/48,1,26,830+sw-02
54,DE-CIX MUC (DE-CIX Munich),,edge01.dfw10.dfw,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.dfw10.dfw
835,EdgeIX Adelaide (EdgeIX),Adelaide,pe1adl1,DCS-7050QX-32S,,4045,"-34.968458,138.608235",103.136.101.0/25,2001:df0:680:2::/64,1,17,835+pe1adl1
54,DE-CIX MUC (DE-CIX Munich),,edge02.nyc8.nyc,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge02.nyc8.nyc
837,EdgeIX Darwin (EdgeIX),Darwin,pe1drw1,DCS-7280SE-64,,1831,"-12.455427,130.841374",103.136.100.0/25,2001:df0:680::/64,1,6,837+pe1drw1
54,DE-CIX MUC (DE-CIX Munich),,edge01.ord6.ord,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.ord6.ord
838,EdgeIX Perth (EdgeIX),Shenton Park,pe1per3,DCS-7050QX-32S,,5749,"-31.954929,115.79733",103.136.102.0/24,2001:df0:680:3::/64,1,4,838+pe1per3
54,DE-CIX MUC (DE-CIX Munich),,edge01.dfw11.dfw,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.dfw11.dfw
843,LLHOST INC. SRL,Fremont,US-IX-SW1,nXXXX,,547,,5.101.92.0/22,2001:678:4fc::/48,1,1,843+US-IX-SW1
688,DE-CIX  Delhi (DE-CIX Interwire Internet Services Pvt Ltd),Delhi,de-01-ixp02-virtual-reseller-switch,,,1622,,103.27.168.0/24,2400:d180:67::0/64,0,2,688+de-01-ixp02-virtual-reseller-switch
54,DE-CIX MUC (DE-CIX Munich),,edge01.cid1.cid,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.cid1.cid
843,LLHOST INC. SRL,Warsaw,PLWAW-RESELL1,Unknown,,509,"52.227354,21.003357",5.101.92.0/22,2001:678:4fc::/48,1,11,843+PLWAW-RESELL1
689,DE-CIX Kolkata (DE-CIX Interwire Internet Services Pvt Ltd),Kolkata,ccu-01-ixp01,mx960,,3944,,103.228.172.0/24,2400:d180:69::0/64,0,12,689+ccu-01-ixp01
54,DE-CIX MUC (DE-CIX Munich),,edge02.lis1.lis,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge02.lis1.lis
845,BatamIX Jakarta (Batam Internet Exchange),Jakarta Selatan,C4948-M13D,Switch System,,5657,"-6.253714,106.832834",27.124.87.0/24,2402:d680:1000:4::/64,1,5,845+C4948-M13D
54,DE-CIX MUC (DE-CIX Munich),,edge01.ist5.ist,,,,,185.1.208.0/23,2001:7f8:44::/64,1,0,54+edge01.ist5.ist
845,BatamIX Jakarta (Batam Internet Exchange),Jakarta Selatan,QFX3-IX,qfx3500s,,4024,"-6.238649,106.824078",27.124.87.0/24,2402:d680:1000:4::/64,1,6,845+QFX3-IX
60,IXPN-LOS (INTERNET EXCHANGE POINT OF NIGERIA),Lagos,los-med-sw3,DCS-7050SX3-48C8,,993,"6.426645,3.417515",196.216.148.0/24,2001:43f8:bb1::/64,0,1,60+los-med-sw3
848,NIX-BD (Noakhali Internet Exchange),Noahkali,sw1,323,,8057,,103.146.134.0/24,2001:df2:6080:e::/64,0,0,848+sw1
694,EIX Mumbai (Extreme Internet Exchange India),Mumbai,jupiter.bom,S6720-54C-EI-48S-AC,,2310,"19.113908,72.892742",103.77.108.0/23,2001:df2:1900:2::/64,0,32,694+jupiter.bom
60,IXPN-LOS (INTERNET EXCHANGE POINT OF NIGERIA),Ikeja,los-rc-sw2,MLXe,,4411,"6.597527,3.373062",196.216.148.0/24,2001:43f8:bb1::/64,0,4,60+los-rc-sw2
848,NIX-BD (Noakhali Internet Exchange),Noahkali,olt1,Unknown,,8057,,103.146.134.0/24,2001:df2:6080:e::/64,0,4,848+olt1
60,IXPN-LOS (INTERNET EXCHANGE POINT OF NIGERIA),Lekki,los-mdxi-sw3,DCS-7050SX3-48C8,,5094,"6.449602,3.588328",196.216.148.0/24,2001:43f8:bb1::/64,0,1,60+los-mdxi-sw3
850,OhioIX (Ohio IX),Columbus,ohioix-csw01.cmh,DCS-7060CX2-32S,,2378,"40.116491,-83.001985",206.53.204.0/24,2001:504:64:100::/64,0,3,850+ohioix-csw01.cmh
78,KleyReX (KleyReX Internet Exchange),Frankfurt,vc514.kleyrex,ex4550-32f,,290,"50.1009,8.629585",193.189.82.0/23,2001:7f8:33::/64,0,3,78+vc514.kleyrex
850,OhioIX (Ohio IX),Columbus,bresco,qfx5100-48s-6q,,2378,"40.116491,-83.001985",206.53.204.0/24,2001:504:64:100::/64,0,1,850+bresco
78,KleyReX (KleyReX Internet Exchange),Frankfurt am Main,vc200.kleyrex,qfx5100-48s-6q,,60,,193.189.82.0/23,2001:7f8:33::/64,0,25,78+vc200.kleyrex
850,OhioIX (Ohio IX),Columbus,bresco-180broad2,,,3891,"39.963223,-82.995858",206.53.204.0/24,2001:504:64:100::/64,0,0,850+bresco-180broad2
694,EIX Mumbai (Extreme Internet Exchange India),Mumbai,pyxis.bom,CE8861EI,,2310,"19.113908,72.892742",103.77.108.0/23,2001:df2:1900:2::/64,0,4,694+pyxis.bom
78,KleyReX (KleyReX Internet Exchange),Frankfurt,vc508.kleyrex,ex3300-48t,,927,"50.122376,8.744717",193.189.82.0/23,2001:7f8:33::/64,0,1,78+vc508.kleyrex
853,QCIX Main (Quad Cities Internet Exchange),Davenport,QCIXMAIN100G,DCS-7060CX-32S,,7705,"41.548129,-90.621185",206.83.43.0/24,,0,1,853+QCIXMAIN100G
78,KleyReX (KleyReX Internet Exchange),Frankfurt,GHOSTnet-Colofabrik,JNP204,,290,"50.1009,8.629585",193.189.82.0/23,2001:7f8:33::/64,0,1,78+GHOSTnet-Colofabrik
855,BFD-IX (BFD-IX),Bradford,BFD-ALLERTON-1,S4810,,1827,"53.79512,-1.762407",185.1.136.0/24,2001:7f8:da::/64,1,57,855+BFD-ALLERTON-1
78,KleyReX (KleyReX Internet Exchange),Frankfurt,sw.fra.cf.ra-p15,ex3300-48p,,290,"50.1009,8.629585",193.189.82.0/23,2001:7f8:33::/64,0,2,78+sw.fra.cf.ra-p15
860,DE-CIX  Chennai (DE-CIX Interwire Internet Services Pvt Ltd),Mumbai,maa-01-ixp02,mx960,,2006,,103.228.174.0/24,2400:d180:68::0/64,0,21,860+maa-01-ixp02
694,EIX Mumbai (Extreme Internet Exchange India),Mumbai,volans.bom,CE8861EI,,7377,"19.109353,72.901441",103.77.108.0/23,2001:df2:1900:2::/64,0,18,694+volans.bom
78,KleyReX (KleyReX Internet Exchange),Frankfurt,vc020.itenos,ex3300-48t,,59,"50.099697,8.631763",193.189.82.0/23,2001:7f8:33::/64,0,1,78+vc020.itenos
863,InterAUS Sydney (InterAUS Sydney: Australia Community Internet Exchange),Sydney,switch-01,,,,,,2407:c280:aaaa:2000::/64,0,4,863+switch-01
89,SIX Bratislava (Slovak Internet eXchange Bratislava),Bratislava,Fiber Backhaul,,,465,"48.118746,17.095572",192.108.148.0/24,2001:7F8:2F::/64,0,0,89+Fiber Backhaul
864,TR-IX (Turk IX),Denizli,NI Denizli Switch 1,Unknown,,7914,"37.738157,29.103938",185.1.158.0/24,2001:7f8:ea::/64,0,12,864+NI Denizli Switch 1
694,EIX Mumbai (Extreme Internet Exchange India),Mumbai,lynx.bom,S6730-H48X6C,,9725,"73.023588,19.108213",103.77.108.0/23,2001:df2:1900:2::/64,0,0,694+lynx.bom
95,Johannesburg Internet Exchange Point (INX),Johannesburg,psw2.iso,X670G2-48x-4q,,850,,196.223.14.0/24,2001:43f8:1f0::0/64,0,27,95+psw2.iso
870,ROPN-IX (Romanian Open Internet Exchange),Bucharest,vSwitch,Unknown,,11021,"44.484116,26.058284",185.1.179.0/24,2001:7f8:fc:3f::/64,0,24,870+vSwitch
694,EIX Mumbai (Extreme Internet Exchange India),Mumbai,scorpius.bom,S6730-H48X6C,,,,103.77.108.0/23,2001:df2:1900:2::/64,0,0,694+scorpius.bom
95,Johannesburg Internet Exchange Point (INX),Johannesburg,psw3.iso,X670G2-48x-4q,,850,,196.223.14.0/24,2001:43f8:1f0::0/64,0,22,95+psw3.iso
870,ROPN-IX (Romanian Open Internet Exchange),Bucharest,WS-C4948E-F-01,Switch System,,11021,"44.484116,26.058284",185.1.179.0/24,2001:7f8:fc:3f::/64,0,1,870+WS-C4948E-F-01
95,Johannesburg Internet Exchange Point (INX),Johannesburg,c2.pkl,X870-32c,,4511,"-26.146144,28.036968",196.223.14.0/24,2001:43f8:1f0::0/64,0,2,95+c2.pkl
870,ROPN-IX (Romanian Open Internet Exchange),Bucharest,vSwitchB,Unknown,,11021,"44.484116,26.058284",185.1.179.0/24,2001:7f8:fc:3f::/64,0,1,870+vSwitchB
95,Johannesburg Internet Exchange Point (INX),Johannesburg,psw4.iso,X670G2-48x-4q,,850,,196.223.14.0/24,2001:43f8:1f0::0/64,0,17,95+psw4.iso
870,ROPN-IX (Romanian Open Internet Exchange),Bucharest,Remote Peering,Unknown,,11021,"44.484116,26.058284",185.1.179.0/24,2001:7f8:fc:3f::/64,0,1,870+Remote Peering
95,Johannesburg Internet Exchange Point (INX),Midrand,psw1.hwh,X670G2-48x-4q,,5719,"-26.010556,28.118946",196.223.15.0/24,,0,7,95+psw1.hwh
871,InterAUS Melbourne (InterAUS Melbourne: Australia Community Internet Exchange),Melbourne,switch-01,,,,,,2407:c280:aaaa:3000::/64,0,4,871+switch-01
95,Johannesburg Internet Exchange Point (INX),Johannesburg,c2.pkl,X870-32c,,4511,"-26.146144,28.036968",196.223.15.0/24,,0,2,95+c2.pkl
873,InterAUS Brisbane (InterAUS Brisbane: Australia Community Internet Exchange),Brisbane,switch-01,,,,,,2407:c280:aaaa:4000::/64,0,4,873+switch-01
726,pcix (Piacenza Internet Exchange ),,,,,,,,,0,5,726
95,Johannesburg Internet Exchange Point (INX),Johannesburg,c2.iso,X870-32c,,850,,196.223.15.0/24,,0,8,95+c2.iso
874,InterAUS Canberra (InterAUS Canberra: Australia Community Internet Exchange),Canberra,switch-01,,,,,,2407:c280:aaaa:2600::/64,0,4,874+switch-01
729,Pittsburgh Internet Exchange (Pittsburgh Internet Exchange),Pittsburgh,ix-sw1.db,DCS-7050SX-128,,4292,"40.451062,-80.005186",206.71.141.0/24,2001:504:77::/64,0,8,729+ix-sw1.db
95,Johannesburg Internet Exchange Point (INX),Johannesburg,psw4.iso,X670G2-48x-4q,,850,,196.223.15.0/24,,0,17,95+psw4.iso
878,IX42 Las Vegas (Internet eXchange 42),Las Vegas,IX42 Las Vegas,Unknown,,,,,2a0e:b107:b7a::/64,0,14,878+IX42 Las Vegas
96,Kampala 1 (Uganda Internet Exchange Point),Kampala,RXO-A01,DCS-7280SR-48C6,,,,196.223.25.0/24,2001:43f8:130::/64,0,3,96+RXO-A01
882,CSIX Vancouver (CloudSingularity Internet Exchange),Vancouver,hc21w-sw1,qfx5100-48s-6q,,6171,"49.284697,-123.111935",206.83.46.0/24,2001:504:9c::/64,1,8,882+hc21w-sw1
730,Harare IX (Harare Internet Exchange),Harare,sw1,C29xx Stacking,,,,196.60.44.0/24,2001:43f8:310::0/64,0,10,730+sw1
100,Netnod Gothenburg (Netnod Gothenburg),Gothenburg,ag1b-bck.gbg.netnod.se,,,,,195.69.116.0/24/24,2001:7f8:d:101::/64/64,1,9,100+ag1b-bck.gbg.netnod.se
884,STLIX (Saint Louis Internet Exchange),St. Louis,houix.stlix.net,,,332,"38.625536,-90.195238",206.83.12.0/24,2001:504:98::0/64,0,0,884+houix.stlix.net
741,BALT-IX (Baltic Internet Exchange),Vilnius,L160C-SW,,,4615,"54.63746,25.306727",77.241.206.0/24,2001:1ab8:8486::/64,0,3,741+L160C-SW
100,Netnod Gothenburg (Netnod Gothenburg),Gothenburg,ag1b-shg.gbg.netnod.se,,,,,195.69.116.0/24/24,2001:7f8:d:101::/64/64,1,3,100+ag1b-shg.gbg.netnod.se
100,Netnod Gothenburg (Netnod Gothenburg),Gothenburg,ag1b-bck.gbg.netnod.se,,,,,195.69.119.0/24/24,2001:7f8:d:fb::/64/64,1,9,100+ag1b-bck.gbg.netnod.se
888,GTIX LAN 1 (Guatemala Internet Traffic Exchange Point),Ciudad de Guatemala,Cisco2,Unknown,,4589,,168.234.79.0/24,,1,0,888+Cisco2
741,BALT-IX (Baltic Internet Exchange),Kaunas,KNS-Biblia,,,,,77.241.206.0/24,2001:1ab8:8486::/64,0,0,741+KNS-Biblia
100,Netnod Gothenburg (Netnod Gothenburg),Gothenburg,ag1b-shg.gbg.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,3,100+ag1b-shg.gbg.netnod.se
889,THESS-IX (Thess-IX),Thessaloniki,Thess-IX.switch-1,,,6720,,185.1.29.0/24,2001:7f8:8a::/64,0,12,889+Thess-IX.switch-1
741,BALT-IX (Baltic Internet Exchange),Vilnius,HPE-L160C,,,,,77.241.206.0/24,2001:1ab8:8486::/64,0,1,741+HPE-L160C
100,Netnod Gothenburg (Netnod Gothenburg),Gothenburg,ag1b-bck.gbg.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,9,100+ag1b-bck.gbg.netnod.se
898,SpeedIX Internet Exchange (SpeedIX Internet Exchange),Amsterdam,SER-SP-TR1,CE6855-48S6Q-HI,,237,"52.274896,4.750866",185.12.14.0/24,2A00:1CA8:FF::/64,0,2,898+SER-SP-TR1
102,Netnod Sundsvall (Netnod Sundsvall),Sundsvall,ag1b-kan.gvl.netnod.se,,,,,212.237.193.0/24/24,2001:7f8:d:203::/64/64,1,5,102+ag1b-kan.gvl.netnod.se
898,SpeedIX Internet Exchange (SpeedIX Internet Exchange),Dronten,SER-DRO-LEAF-4.2,CE6870-48S6CQ-EI,,857,,185.12.14.0/24,2A00:1CA8:FF::/64,0,4,898+SER-DRO-LEAF-4.2
741,BALT-IX (Baltic Internet Exchange),RIGA,,,,,,77.241.206.0/24,2001:1ab8:8486::/64,0,2,741
898,SpeedIX Internet Exchange (SpeedIX Internet Exchange),Amsterdam,SER-NIK-TR0,CE8850-32CQ-EI,,18,"52.356394,4.950837",185.12.14.0/24,2A00:1CA8:FF::/64,0,9,898+SER-NIK-TR0
741,BALT-IX (Baltic Internet Exchange),Vilnius,QFX5120-32C,,,,,77.241.206.0/24,2001:1ab8:8486::/64,0,3,741+QFX5120-32C
898,SpeedIX Internet Exchange (SpeedIX Internet Exchange),Amsterdam,SER-GLO-TR0,CE8850-32CQ-EI,,63,"52.343984,4.828711",185.12.14.0/24,2A00:1CA8:FF::/64,0,1,898+SER-GLO-TR0
752,GR-IX::Athens (Greek Internet Exchange),Athens,eie-sw2.gr-ix.gr,ex4600-40f,,2875,"37.973352,23.745514",176.126.38.0/25,2001:7f8:6e::/64,1,7,752+eie-sw2.gr-ix.gr
898,SpeedIX Internet Exchange (SpeedIX Internet Exchange),Dronten,SER-DRO-TR2,CE6870-48S6CQ-EI,,857,,185.12.14.0/24,2A00:1CA8:FF::/64,0,5,898+SER-DRO-TR2
752,GR-IX::Athens (Greek Internet Exchange),Metamorfosi,tis-sw1.gr-ix.gr,qfx10002-72q,,2951,"38.072494,23.774063",176.126.38.0/25,2001:7f8:6e::/64,1,9,752+tis-sw1.gr-ix.gr
898,SpeedIX Internet Exchange (SpeedIX Internet Exchange),Amsterdam,SER-NIK-TR3,CE6870-48S6CQ-EI,,18,"52.356394,4.950837",185.12.14.0/24,2A00:1CA8:FF::/64,0,20,898+SER-NIK-TR3
752,GR-IX::Athens (Greek Internet Exchange),Metamorfosi,tis-sw2.gr-ix.gr,qfx10002-36q,,2951,"38.072494,23.774063",176.126.38.0/25,2001:7f8:6e::/64,1,11,752+tis-sw2.gr-ix.gr
898,SpeedIX Internet Exchange (SpeedIX Internet Exchange),Apeldoorn,SER-APL-TR1,CE6870-48S6CQ-EI,,8284,"52.24703,6.001603",185.12.14.0/24,2A00:1CA8:FF::/64,0,2,898+SER-APL-TR1
753,GR-IX::Thessaloniki (Greek Internet Exchange),Thessaloniki,snc-sw2.gr-ix.gr,ex4600-40f,,3878,"40.661276,22.865902",185.1.123.0/25,2001:7f8:ce::/64,1,13,753+snc-sw2.gr-ix.gr
753,GR-IX::Thessaloniki (Greek Internet Exchange),Thessaloniki,snc-sw3.gr-ix.gr,ex4600-40f,,3878,"40.661276,22.865902",185.1.123.0/25,2001:7f8:ce::/64,1,5,753+snc-sw3.gr-ix.gr
901,NCL-IX (NCL-IX),Newcastle,swi1-trn-1,DCS-7280SR-48C6,,8389,"55.016869,-1.500107",185.1.195.0/24,2001:7f8:34::/64,0,5,901+swi1-trn-1
756,EVIX (Experimental Virtual Internet Exchange),Dronten,"Amsterdam, The Netherlands",,,857,"52.543666,5.705215",206.81.104.0/0,2602:fed2:fff:ffff::/0,0,44,"756+Amsterdam, The Netherlands"
902,DE-CIX ORD (DE-CIX Chicago),,backhaul01.dx2.fra,,,,,149.112.11.0/24,2001:504:102::/64,1,0,902+backhaul01.dx2.fra
756,EVIX (Experimental Virtual Internet Exchange),Zurich,"Zurich, Switzerland",,,,,206.81.104.0/0,2602:fed2:fff:ffff::/0,0,8,"756+Zurich, Switzerland"
902,DE-CIX ORD (DE-CIX Chicago),,backhaul01.dx6.fra,,,,,149.112.11.0/24,2001:504:102::/64,1,0,902+backhaul01.dx6.fra
756,EVIX (Experimental Virtual Internet Exchange),Vancouver,"Vancouver, BC, Canada",,,,,206.81.104.0/0,2602:fed2:fff:ffff::/0,0,5,"756+Vancouver, BC, Canada"
902,DE-CIX ORD (DE-CIX Chicago),,backhaul01.dx8.fra,,,,,149.112.11.0/24,2001:504:102::/64,1,0,902+backhaul01.dx8.fra
757,TTPL LAN (Bhutan Internet Exchange),Thimphu,sw1 ttpl,,,,,103.129.62.0/26,2001:dea:4000::/64,0,14,757+sw1 ttpl
902,DE-CIX ORD (DE-CIX Chicago),,sw001.dxb,,,,,149.112.11.0/24,2001:504:102::/64,1,0,902+sw001.dxb
902,DE-CIX ORD (DE-CIX Chicago),,edge01.pmo1.pmo,,,,,149.112.11.0/24,2001:504:102::/64,1,0,902+edge01.pmo1.pmo
764,DE-CIX Johor Bahru (DE-CIX Asia PTE. LTD.),Cyberjaya,JBIX.01.CX1CB,nXXXX,,1279,"2.913224,101.655646",103.119.232.0/22,2403:4ac0::/32,1,3,764+JBIX.01.CX1CB
902,DE-CIX ORD (DE-CIX Chicago),,edge01.ist1.ist,,,,,149.112.11.0/24,2001:504:102::/64,1,0,902+edge01.ist1.ist
